id,anchor,target,context,score
6258edd0e9aed1c6,pre established parameters,shoelace,A43,0.25
aaea5a5b73fec923,pre established parameters,shoelace data,A43,0.5
8cdcbdbcfc833be0,pre established parameters,shoelace data points,A43,0.5
6e44bfd012a0ab02,pre established parameters,shoelace location data,A43,0.5
06231cc4ee740ea5,pre established parameters,shoelace locations,A43,0.5
1beddd298c679c22,pre established parameters,shoelace tags,A43,0.25
6af1b2c2ac5f495c,pre established parameters,shoelaces,A43,0.25
0f698fd30d4b602c,pre established parameters,stored data,A43,0.25
5d899cdd43bc2790,pre established parameters,stored dataset,A43,0.25
c8dc127832a2a8d2,pre established parameters,stored location data,A43,0.25
44d02968d7636339,pre established parameters,strategic parameter,A43,0.0
38d363ef91ff083d,pre established parameters,user monitoring device,A43,0.25
94e67a353b3f606b,pre trip,analyzing errors,B60,0.5
6e10fa6a4f327ed1,pre trip,automatic self test,B60,0.75
9d00bed97692f7cf,pre trip,automotive luggage platform,B60,0.25
906823ecd5a8e0ce,pre trip,general check,B60,0.75
63b61780ffb25119,pre trip,impact protection device,B60,0.25
819ca08f777b6139,pre trip,inspection,B60,0.25
73a3c5f4f3cdc57a,pre trip,maintenance,B60,0.75
c77c492d16e2ea7b,pre trip,performance,B60,0.25
9e8b08663906e4ba,pre trip,periodic,B60,0.0
b2bfebfeb88435d3,pre trip,pre trip,B60,1.0
d5539b37dcfd2b04,pre trip,pre trip inspection,B60,0.5
9c2240e767b988b4,pre trip,pre trip inspection study,B60,0.75
07b38ceb17d94e35,pre trip,pre trip travel information,B60,0.0
80348ffeb428911c,pre trip,pre workout,B60,0.0
633159a9a8cf6ad4,pre trip,thorough check of the vehicle,B60,0.75
a054413729af07b9,pre trip,thorough inspection of the vehicle,B60,0.75
697addf4f077ac84,pre trip,trip location data,B60,0.0
b780ac9b7de54d79,pre trip,tripping captions,B60,0.0
8ae2b657ebb275f4,pre trip,tuple,B60,0.0
bed11af46a4b3a9b,pre trip,visual,B60,0.0
da30c040835039ff,pre trip,wireless brake condition monitor,B60,0.25
3c429f0785b0a478,pre trip,world trip,B60,0.0
fd6ddd1b08456f01,pre trip,performing pre trip,F25,0.5
fba3761eeb657f69,pre trip,performing trip,F25,0.5
161faa1fa3b7bc9c,pre trip,periodic,F25,0.25
014481b2d1cb3ee0,pre trip,periodic performance,F25,0.25
738b03d7023b780b,pre trip,post trip,F25,0.25
72580ceea74b13fc,pre trip,preliminary,F25,0.25
6555fe780a5c5557,pre trip,preliminary performance,F25,0.25
1e4069569c578273,pre trip,trip,F25,0.5
463cc82c5a71d534,pre trip,calculated,H01,0.25
a50d1f123812450d,pre trip,current signal,H01,0.25
17a9b94429176b09,pre trip,excess current,H01,0.25
056b7a00a98c0bb2,pre trip,high power,H01,0.25
f887ff6e7ef4f2b7,pre trip,instant tripping,H01,0.5
a94164523239a193,pre trip,output voltage,H01,0.25
af9e98616b1746e6,pre trip,pre owned,H01,0.0
495e0d0008de99ec,pre trip,pre registration,H01,0.0
2bd46970404eb853,pre trip,pre tripping,H01,1.0
027c0a44add2cbba,pre trip,pre workout,H01,0.0
b034e2c53a6829ab,pre trip,relay,H01,0.5
cfd68b5c30ac5136,pre trip,switch,H01,0.5
af37ce88ca717d05,pre trip,thermal overload,H01,0.25
16618e97dcc4659d,pre trip,trip,H01,0.5
1a1084b8ca52e57d,pre trip,trip planner,H01,0.0
