id,anchor,target,context,score
6598c537a5a0bd14,membrane vesicle,member of the school,A61,0.0
01ab22567c2004cc,membrane vesicle,membrane,A61,0.5
952168b2d31d47ae,membrane vesicle,membrane potential,A61,0.0
16c170f61a63c773,membrane vesicle,membrane vesicle type,A61,0.5
8a7a59740d2493f7,membrane vesicle,membrane virus,A61,0.25
1e20ecf7cae331ec,membrane vesicle,membrane virus type,A61,0.0
0eeb5022da095d8a,membrane vesicle,microorganism,A61,0.25
bfce8f59d64dd301,membrane vesicle,mitochondrial,A61,0.25
73a2d9307b40366f,membrane vesicle,mitochondrial vesicle,A61,0.25
d11fe33354465b7a,membrane vesicle,mitochondrial vesicle type,A61,0.25
e78ae0d52b018f71,membrane vesicle,mitochondrial virus,A61,0.25
f814bb17bbe5da2b,membrane vesicle,mitochondrial virus type,A61,0.0
ff62309bb8ead303,membrane vesicle,nanoparticles,A61,0.5
c5edaeaab4e57b58,membrane vesicle,phospholipid bilayer,A61,0.5
309e54490e6aea0d,membrane vesicle,plasma membrane,A61,0.5
9eff693f32d7e09b,membrane vesicle,protein,A61,0.25
8a9bacec4c609177,membrane vesicle,signaling,A61,0.25
317ae1343be91be7,membrane vesicle,transport of elements,A61,0.25
0b242706c73d905e,membrane vesicle,transport of materials,A61,0.25
b16aded253f12abb,membrane vesicle,unilamellar liposome vesicle,A61,0.5
c31107469c5ab907,membrane vesicle,vesicle,A61,0.5
b0cea5209f3f1b69,membrane vesicle,vesicle hole,A61,0.0
1f438a1df388e8be,membrane vesicle,vesicle membrane,A61,1.0
f6b5fd901e7a9383,mentioned conveyor,above mentioned,A21,0.0
dfb8ccfcd49a9146,mentioned conveyor,chain conveyor,A21,0.5
28545c6300bc54a5,mentioned conveyor,continuous conveyor,A21,0.5
5868eb05e8e590f8,mentioned conveyor,continuously conveyor,A21,0.5
a4e7dd1d52a84a33,mentioned conveyor,continuously transmission,A21,0.5
8caf6b9830120d4c,mentioned conveyor,convey gratitude,A21,0.0
16c32ea1939bd251,mentioned conveyor,convey happiness,A21,0.0
114f502a051b25bc,mentioned conveyor,convey regard,A21,0.0
91fb385794cd592e,mentioned conveyor,conveyer,A21,0.75
3e6b309b1667f7b8,mentioned conveyor,conveyor,A21,0.75
8538b375010ff282,mentioned conveyor,conveyor belt,A21,0.25
5e8db0d31236cd92,mentioned conveyor,endless conveyor,A21,0.5
f88542753777eb9e,mentioned conveyor,endless flat conveying,A21,0.5
2868e82e5c37cef4,mentioned conveyor,endless flat conveyor,A21,0.5
1e95711f5dd1c873,mentioned conveyor,feed system,A21,0.5
ad833c6df0167002,mentioned conveyor,first conveyor output,A21,0.5
1bc779c2cc707f6f,mentioned conveyor,flat conveyor,A21,0.5
15b42b4da0ceb06d,mentioned conveyor,floor conveyor,A21,0.5
e928f4327954e97e,mentioned conveyor,intermediate conveyor,A21,0.5
5eda9e33f7548188,mentioned conveyor,intermediate transmission,A21,0.5
9a47aff881402775,mentioned conveyor,ioned,A21,0.0
d7c0f86b1d6451ee,mentioned conveyor,mention something,A21,0.0
e362ddda10e022b7,mentioned conveyor,mentioned,A21,0.25
43a44cddf3d49895,mentioned conveyor,mentioned conveyer,A21,1.0
51404ef87c00aed8,mentioned conveyor,mentioned distributor,A21,0.25
17d613fe26e6944f,mentioned conveyor,mentioned person,A21,0.0
ae2b29a095d1b28d,mentioned conveyor,move objects,A21,0.25
9f29898aab8b3900,mentioned conveyor,roller conveyor,A21,0.5
e28efbdf75d4f074,mentioned conveyor,transfer object,A21,0.25
2e2f1c6385cc713a,mentioned conveyor,transmit object,A21,0.25
ed04469767ef0a0e,mentioned conveyor,transport conveyors,A21,0.25
c22ba0529c2a562a,mentioned conveyor,aforementioned conveyor,B22,0.75
0ec662575337625a,mentioned conveyor,cited conveyor,B22,0.75
13ce4169fd66875f,mentioned conveyor,conveying,B22,0.5
139e82e9f63284d8,mentioned conveyor,conveyor,B22,0.5
2b55e29d3fab495f,mentioned conveyor,conveyor commissioning checklist,B22,0.0
1be7aeac1bc5bd13,mentioned conveyor,conveyor means,B22,0.75
386ce430e7093628,mentioned conveyor,conveyors,B22,0.5
132951df195180bd,mentioned conveyor,conveyors mentioned,B22,1.0
151e997bc2e4d549,mentioned conveyor,elastic member,B22,0.25
eb5a6d94db00ffad,mentioned conveyor,endless conveyor,B22,0.5
af6b0144fd4620e5,mentioned conveyor,fixed means,B22,0.25
8905d82b07d18c07,mentioned conveyor,flat objects,B22,0.25
