id,anchor,target,context,score
7e30897a935f34b1,service processing unit,cp ns requesting program,H04,0.0
8530c0a7920ea9bd,service processing unit,cp ns requesting unit,H04,0.0
d9405a158806210f,service processing unit,cp request unit,H04,0.0
ce46aef69f68ea5b,service processing unit,cp requesting method,H04,0.0
f285689c13becbd6,service processing unit,cp requesting unit,H04,0.0
02a166cd58b29a96,service processing unit,data processing service,H04,0.5
5007411f698f29c6,service processing unit,food processing,H04,0.0
130434247b28f4b4,service processing unit,interface processing unit,H04,0.5
6b892b1b5514f4c7,service processing unit,iq generator,H04,0.0
2ab382333aceb2c6,service processing unit,key service unit,H04,0.25
d3a4d2539a115a59,service processing unit,management device,H04,0.25
a7b752042e5c824b,service processing unit,management server,H04,0.25
f592aa77b9b2b620,service processing unit,media pipeline,H04,0.5
a05800729584bc30,service processing unit,media server,H04,0.5
ab6a2a51bc82b9a1,service processing unit,network,H04,0.25
6c537130f4891483,service processing unit,passenger service unit,H04,0.0
2960da2e1eb3788f,service processing unit,payment processing service,H04,0.25
8c57fb7aed280d81,service processing unit,prediction processing unit,H04,0.25
8ae4d4bb241f8744,service processing unit,processing service,H04,0.5
11f65c1b05eaae9c,service processing unit,protocol processing,H04,0.25
bb9e7039fdf33e2c,service processing unit,request module,H04,0.25
e98dd223aec4726e,service processing unit,request unit,H04,0.25
102b44ea2bedd014,service processing unit,requesting module,H04,0.25
514710f9cf2519d1,service processing unit,requesting unit,H04,0.25
48c8456a1e871f50,service processing unit,rna processing,H04,0.0
15e7c0b3a3c20167,service processing unit,server,H04,0.25
b94724a59eea10d6,service processing unit,service control unit,H04,0.75
461e650972770118,service processing unit,service data unit,H04,0.25
af526fa2fe6906d8,service processing unit,service device,H04,0.5
d1cbd2d6ce89811f,service processing unit,service dispatching module,H04,0.5
28bf5a48be96a4ca,service processing unit,service processing,H04,0.5
63a61281232ce303,service processing unit,service processing board,H04,0.75
b81c68c0969a6f5c,service processing unit,service processing device,H04,0.75
31cefc00c595fc11,service processing unit,service request device,H04,0.5
dd4b1b1d42971d78,service processing unit,service request unit,H04,0.5
e0d22431a44fef2d,service processing unit,service server,H04,0.25
73227eb5b0fb8b32,service processing unit,service storage device,H04,0.25
8f76474375eab4a2,service processing unit,service storage unit,H04,0.25
bdc1297263d238c4,service processing unit,service subsystem,H04,0.25
73a62d895b848375,service processing unit,signaling processing unit,H04,0.5
4906075b045cc89c,service processing unit,sound processing unit,H04,0.25
15aa58b9f4b97752,service processing unit,standard unit of current,H04,0.0
4ca70e82e6121de2,service processing unit,tv service processing unit,H04,0.5
7c7c3467da3efb24,service processing unit,word processing,H04,0.0
e5cd685df185e766,shannon,shannon fano,D03,0.5
9f376d1b6080d4cc,shannon,shannon entropy,F28,0.75
360af4082125287d,shape like tail,cone design,A63,0.25
f071e3bc5df15854,shape like tail,dove tail shape,A63,0.5
da50e167fd21bda8,shape like tail,figure like tail,A63,0.5
a43d43c75bd29e81,shape like tail,form in like shape,A63,0.25
