id,anchor,target,context,score
2458244a7356a4eb,central flow path,central flow channel,G21,0.75
5c370688435f5f87,central flow path,central flow passage,G21,0.75
2625b21aa8832855,central nucleus,atomic nucleus,C09,0.5
517d7ed8ba538bb9,central nucleus,body part,C09,0.25
1f2e72f9519a10e1,central nucleus,central bank of india,C09,0.0
aef7eab4cdf2a8f8,central nucleus,central government,C09,0.0
3dc843d0c815f298,central nucleus,central nuclei,C09,0.75
a39c854ffe1ef983,central nucleus,central processing unit,C09,0.0
854dff8c0595ba5e,central nucleus,centralized nuclei,C09,1.0
567c8e3e39d3efd6,central nucleus,fluorescent dye,C09,0.25
a3651d2b362bf51b,central nucleus,formula,C09,0.25
a87e92c5c7356f6d,central nucleus,general group,C09,0.25
e0267dd13c6e25f7,central nucleus,general structure,C09,0.25
265e3bc53a46a8f7,central nucleus,inner nucleus,C09,0.75
8b8903e298420af0,central nucleus,inner part,C09,0.5
9718b77173d7da73,central nucleus,metal part,C09,0.25
c0bb50156e8aca0b,central nucleus,molecule,C09,0.25
d3250c62e8187bb3,central nucleus,nail part,C09,0.25
d0833b9b7c56e90b,central nucleus,nuclear fission,C09,0.25
1fa2cba8edc59523,central nucleus,nuclear stability,C09,0.25
561098fd4df01d54,central nucleus,nucleus of an atom,C09,0.5
62341b5dc12ef305,central nucleus,protons and neutrons,C09,0.5
4ba83e98fae6f1e8,central nucleus,structural group,C09,0.25
613c7b6e32281667,central nucleus,tracer dye,C09,0.25
dc22dcf894b0e907,central nucleus,voltage sensitive dye,C09,0.25
dd792c7f4363a707,cervical support,air support,A47,0.0
2fd474a8a598af5a,cervical support,cervical cancer,A47,0.0
fb7179a95588c243,cervical support,cervical cap,A47,0.0
3abd9bab9961a5be,cervical support,cervical collar support,A47,0.5
015dfb5181b8ee97,cervical support,cervical spine support,A47,0.5
9e4fc60eee185e05,cervical support,cervical support collar,A47,0.75
e7175a1c7e1cd4ea,cervical support,cervical vertebrae support,A47,0.5
3f99c10d8cb25c2a,cervical support,chassis,A47,0.25
67340ec1e330d088,cervical support,collar design,A47,0.25
ee153e8414f7d73c,cervical support,comfort,A47,0.25
a28320e15e1aa1de,cervical support,comfort support,A47,0.5
999d1bb85a8c63c7,cervical support,comfort to comfort,A47,0.25
c3f9606db5901c42,cervical support,comfort when comfort,A47,0.25
8a1215a697f793f6,cervical support,contouring,A47,0.25
10a64a8d32e76343,cervical support,foot supports,A47,0.25
f297c5e94dd07e6e,cervical support,gel pack,A47,0.25
c70379179d09df62,cervical support,head support,A47,0.5
98403621f956c081,cervical support,head with the torso,A47,0.25
1dcf45250d1cacbb,cervical support,health care support services,A47,0.0
af52c8a4f44e1987,cervical support,human neck,A47,0.25
a3cc2ccd54775419,cervical support,monetary support,A47,0.0
25f8326adb4d9ab3,cervical support,moral support,A47,0.0
7a8b5a932cb551ef,cervical support,neck braces,A47,0.5
0175c1d39e47b9d6,cervical support,neck pain,A47,0.25
a26a4dcae86529fb,cervical support,neck support,A47,0.5
aa55bd24e5b658f9,cervical support,part of the spinal cord,A47,0.25
d4d3380e633f67a4,cervical support,support,A47,0.5
46ee8913e9777a6d,cervical support,support comfort,A47,0.5
5a1172d3ab0e4686,cervical support,support the cervical spine,A47,0.75
aa26cdebef5e933a,cervical support,cervical collar,A61,0.5
3e45fa70224e26c3,cervical support,cervical fracture,A61,0.25
db2a3122870e47a4,cervical support,cervix support,A61,0.75
299a790a28a518fa,cervical support,collar support,A61,0.75
6ea8f61298170427,cervical support,cushion,A61,0.5
d61522fd75ebbc9b,cervical support,element,A61,0.25
7c60994a3504294a,cervical support,foot support,A61,0.0
118f79830b136b24,cervical support,hand support,A61,0.0
52976758c678971e,cervical support,head injury,A61,0.25
e5510a582d3ca042,cervical support,intravaginal,A61,0.0
366c0c570b3b182c,cervical support,mask,A61,0.0
c0af88c99bdf0e76,cervical support,mattress,A61,0.5
b7237689b1db17b1,cervical support,medical device,A61,0.5
7060a8f4f65d8596,cervical support,neck brace,A61,0.5
ccb7d062543d7e7d,cervical support,neck braces,A61,0.75
794a3d6e788efc53,cervical support,neck injury,A61,0.25
31e03139f3470b50,cervical support,neck support,A61,0.75
bc436e35c5be3784,cervical support,pad,A61,0.25
50a7b57977fc90fb,cervical support,pessary,A61,0.25
9e084ec10df2fd5f,cervical support,strap,A61,0.25
f72ea6b95b55835f,cervical support,support,A61,0.5
29366f8eff83f092,cervical support,support a persons neck,A61,0.5
b9ae76849babc931,cervical support,support your country,A61,0.0
07b79b2e0e40ef67,cervical support,support your family,A61,0.0
71813d382009663a,cervical support,support your team,A61,0.0
fec52043e6a94020,cervical support,vaginal pessary,A61,0.0
154b9aa33a6e90f8,cervical support,base,G02,0.5
32ee1002e725c5f7,chagas disease,american trypanosomiasis,A61,0.75
10f80b7ee248e1d0,chagas disease,beam chagas,A61,0.0
3f18408bfe0eeb51,chagas disease,change colour,A61,0.0
a833d67ee0fb46ec,chagas disease,change uniform,A61,0.0
09843ecec6d609ba,chagas disease,disease,A61,0.25
76780e6adf40f7af,chagas disease,heart failure,A61,0.25
f51c81b26706e62d,chagas disease,infectious,A61,0.25
0557aa03788adebe,chagas disease,infectious disease,A61,0.25
1cb0c54a4650d083,chagas disease,malaria,A61,0.5
678e7f66d614e5d2,chagas disease,malaria trypanosomiasis,A61,0.75
08808ea9d2192f5a,chagas disease,parasitic disease,A61,0.5
7b99a19e9c151e1d,chagas disease,software bugs,A61,0.0
a7e9b31263e74da6,chagas disease,toxoplasmosis,A61,0.5
f317067146f1150a,chagas disease,triatomine bug,A61,0.5
18057b2ed7b43655,chagas disease,trypanosoma cruzi,A61,0.5
291e837ff150516f,chagas disease,trypanosomiasis,A61,0.75
83657b16e08685aa,chagas disease,american citizenship,C07,0.0
3fde6ca4f70d906c,chagas disease,american singer,C07,0.0
dc853cdfe0faf6eb,chagas disease,american trypanosomiasis,C07,0.75
fdcc050d1c8fe85f,chagas disease,disease due to trypanosoma cruzi,C07,0.75
84a222215bcbfe85,chagas disease,grasshopper,C07,0.0
b6ac3a13ec5f6a22,chagas disease,infection,C07,0.25
633bb10a10c10bfc,chagas disease,infectious disease,C07,0.25
3a72e587423299b4,chagas disease,kinetoplastid parasites,C07,0.5
52932a2b98caa6ef,chagas disease,kissing bugs related infection,C07,0.75
9ab0ebe42a93518d,chagas disease,leishmaniasis,C07,0.5
5daca9225b7be72e,chagas disease,malaria,C07,0.25
e41ce7c837a0781c,chagas disease,parasitic disease,C07,0.25
326544a2135754f8,chagas disease,related person,C07,0.0
a99ca121e42120ab,chagas disease,t cruzi,C07,0.5
2d1e4f658e454970,chagas disease,threatening illness,C07,0.25
4709ffea8539203c,chagas disease,triatominae,C07,0.25
f0a8a2495b21442d,chagas disease,triatominae related disorder,C07,0.75
222cd45d5f85038b,chagas disease,tropical parasitic disease,C07,0.5
a2ec4590aa086d48,chagas disease,trypanosoma cruzi,C07,0.25
af0620b88e00def5,chagas disease,virus,C07,0.0
378e72462c7b0c5c,chagas disease,yeasts,C07,0.0
2f21c68a35efcbb5,channel vectors,channel,H04,0.5
29a69e2c540f3b49,channel vectors,channel coefficient vector,H04,0.75
1882107e3202e8f7,channel vectors,channel covariance matrix,H04,0.5
3c8e8b15d2721b27,channel vectors,channel of vectors,H04,0.0
370da741c14a107a,channel vectors,channel response matrices,H04,0.5
aae3bccb711b3afd,channel vectors,channel vector,H04,1.0
ff7aef2cf3b54d3b,channel vectors,channel weight vector,H04,0.5
b1d0c256e7bc2af5,channel vectors,channels,H04,0.5
5d9e69bd63e69979,channel vectors,channels of vectors,H04,0.0
bdad9f8491eb3690,channel vectors,channels vector,H04,1.0
55deed59fd57c2dd,channel vectors,channels vectors,H04,1.0
0c666de9de58f917,channel vectors,complex channel gains,H04,0.25
5b394b05b6bd4d31,channel vectors,directionless switch,H04,0.25
b6dd1137f1f76d5b,channel vectors,open areas,H04,0.25
ae935f33fafdd638,channel vectors,predictive motion vector,H04,0.25
62611fbfe8c29455,channel vectors,receive communications channel,H04,0.5
be78a7110cc1c62b,channel vectors,reception vectors,H04,0.5
c0c081f0e833d655,channel vectors,respective channel,H04,0.5
b1906bb093d1366d,channel vectors,respective channel vectors,H04,0.75
33aa2122871caebd,channel vectors,respective vector,H04,0.5
bda5bfdbafa22513,channel vectors,signals,H04,0.25
e5342ce61d0477d3,channel vectors,steering vectors,H04,0.5
fc4b21f75b5f2053,channel vectors,symbols vector,H04,0.25
77b9ef9827d60840,channel vectors,transmission channels,H04,0.5
f786502b63b68f2a,channel vectors,transmission vectors,H04,0.5
26877e4a1f63ada6,channel vectors,transmit weight vectors,H04,0.25
48d08aed556f4b74,channel vectors,vector,H04,0.5
c252b6a97c28d13f,channel vectors,vector art,H04,0.0
3751f974d83a8d43,channel vectors,vector channel,H04,0.5
492dfae10e7ba230,channel vectors,vector graphics,H04,0.0
8b8a9763e116685b,channel vectors,vector illustrator,H04,0.0
26d25ddbdf497eb4,channel vectors,vector quantity,H04,0.0
0fe59b2198f92347,channel vectors,vectors,H04,0.5
12dba5e40f26b076,channel vectors,weather channel,H04,0.0
bdd4ddb65495761a,chemical activity,activated mode,B01,0.0
c73ea36aa73baa53,chemical activity,activation code,B01,0.0
fa60d7de6e761da9,chemical activity,active catalyst,B01,0.25
0afa9065157ebda5,chemical activity,biochemical activity,B01,0.5
8e26bd4b5ee9f4d3,chemical activity,catalyst,B01,0.25
7c73c2df1a2a2d23,chemical activity,chemical adsorption function,B01,0.5
33e66a9c0aeff809,chemical activity,chemical composition,B01,0.5
2bd37b70868ff0d1,chemical activity,chemical reaction,B01,0.5
6532af78d37a6d74,chemical activity,chemical reactivity,B01,0.75
a5f7262b34047975,chemical activity,chemistry activity,B01,0.5
60c2c9ec83438cc6,chemical activity,composition,B01,0.25
030f4550dc711283,chemical activity,compound,B01,0.25
a8808e31641e856d,chemical activity,dielectric characteristics,B01,0.25
993681e108e49656,chemical activity,dielectric properties,B01,0.25
12c035f4c8729c98,chemical activity,edge,B01,0.0
e19c0f32aaa6f26a,chemical activity,edges,B01,0.0
8e0e486c988b8242,chemical activity,electrochemical activity,B01,0.5
eb957d69ad5774ac,chemical activity,high chemical activity,B01,0.75
623e394a6b3b0a40,chemical activity,mental activities,B01,0.0
8ad62999bcf19911,chemical activity,molecule,B01,0.25
6c7b5036eab53327,chemical activity,muscles gain,B01,0.0
c1534b5c9ef926d7,chemical activity,oxidation ability,B01,0.5
